RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID,site.code,array.code,combo,counter,first_or_last
2017-6005,2019-04-07T13:35:38Z,BB57,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.03,79,1592499,A5,A5,BB57A5,1,TRUE
2017-6030,2019-04-08T09:08:51Z,BB57,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.03,79,1642064,A6,A6,BB57A6,1,TRUE
2015-6001,2019-04-09T15:42:25Z,BB57,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.03,79,1704528,A8,A8,BB57A8,1,TRUE
2015-6013,2019-04-09T22:00:42Z,BB57,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.03,79,1715263,A9,A9,BB57A9,1,TRUE
am18-6002,2019-04-10T01:53:23Z,BB57,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.03,79,1720709,A11,A11,BB57A11,1,TRUE
2017-6007,2019-04-10T02:13:48Z,BB57,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.03,79,1721354,A12,A12,BB57A12,1,TRUE
2017-6028,2019-04-10T05:45:46Z,BB57,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.03,79,1727503,A13,A13,BB57A13,1,TRUE
2017-6004,2019-04-10T12:05:48Z,BB57,SJ_SJG_2_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.03,79,1739538,A14,A14,BB57A14,1,TRUE
2015-6034,2019-04-12T16:03:45Z,BB57,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.03,79,1829741,A15a,A15,BB57A15a,1,TRUE
2017-6037,2019-04-12T16:22:36Z,BB57,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.03,79,1830506,A15b,A15,BB57A15b,1,TRUE
2017-6054,2019-04-15T16:53:38Z,BB57,SJ_JP_4_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.03,79,1966092,A16a,A16,BB57A16a,1,TRUE
2017-6056,2019-04-15T17:00:03Z,BB57,SJ_JP_7_J,93.04,93.04,2019UP,NA,38.05,-121.69,5.03,79,1966280,A16b,A16,BB57A16b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB59,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.4,77,NA,REL,REL,BB59REL,1,FALSE
156014,2019-02-28T18:10:47Z,BB59,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.4,77,68,A1,A1,BB59A1,1,TRUE
2017-6013,2019-03-01T08:54:15Z,BB59,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.4,77,25680,A3,A3,BB59A3,1,TRUE
2017-6015,2019-03-02T07:33:01Z,BB59,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.4,77,38631,A4,A4,BB59A4,1,TRUE
2017-6005,2019-03-05T00:40:46Z,BB59,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.4,77,64492,A5,A5,BB59A5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB5B,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,77,NA,REL,REL,BB5BREL,1,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB5C,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.5,74,NA,REL,REL,BB5CREL,1,FALSE
156014,2019-02-28T18:11:38Z,BB5C,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.5,74,122,A1,A1,BB5CA1,1,TRUE
2018-6013,2019-03-16T04:15:28Z,BB5C,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.5,74,256287,A3,A3,BB5CA3,1,TRUE
20187021,2019-03-16T06:12:36Z,BB5C,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.5,74,260376,A4,A4,BB5CA4,1,TRUE
2017-6005,2019-03-29T14:03:41Z,BB5C,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.5,74,1075964,A5,A5,BB5CA5,1,TRUE
156008,2019-03-30T17:21:34Z,BB5C,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.5,74,1126277,A6,A6,BB5CA6,1,TRUE
2017-6020,2019-03-31T02:56:35Z,BB5C,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,4.5,74,1140667,A7,A7,BB5CA7,1,TRUE
2017-6036,2019-03-31T03:32:59Z,BB5C,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.5,74,1141919,A8,A8,BB5CA8,1,TRUE
2017-6016,2019-03-31T06:39:15Z,BB5C,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.5,74,1147893,A9,A9,BB5CA9,1,TRUE
am18-6006,2019-03-31T10:55:14Z,BB5C,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.5,74,1156347,A11,A11,BB5CA11,1,TRUE
2017-6007,2019-03-31T11:24:04Z,BB5C,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.5,74,1157984,A12,A12,BB5CA12,1,TRUE
2017-6002,2019-04-01T01:17:46Z,BB5C,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.5,74,1186389,A13,A13,BB5CA13,1,TRUE
2017-6039,2019-04-01T04:09:08Z,BB5C,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.5,74,1193590,A14,A14,BB5CA14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB64,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.99,83,NA,REL,REL,BB64REL,1,FALSE
156014,2019-02-28T23:23:21Z,BB64,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.99,83,13917,A1,A1,BB64A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB68,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,81,NA,REL,REL,BB68REL,1,FALSE
156014,2019-02-28T18:26:19Z,BB68,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,81,5150,A1,A1,BB68A1,1,TRUE
2017-6032,2019-03-16T06:51:55Z,BB68,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5.1,81,261300,A2,A2,BB68A2,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB6D,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.2,87,NA,REL,REL,BB6DREL,1,FALSE
156014,2019-02-28T18:12:21Z,BB6D,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.2,87,190,A1,A1,BB6DA1,1,TRUE
2017-6013,2019-03-01T09:54:00Z,BB6D,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,6.2,87,26743,A3,A3,BB6DA3,1,TRUE
2017-6015,2019-03-01T14:46:13Z,BB6D,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,6.2,87,31674,A4,A4,BB6DA4,1,TRUE
2017-6005,2019-03-02T18:28:54Z,BB6D,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,6.2,87,48182,A5,A5,BB6DA5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB72,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,79,NA,REL,REL,BB72REL,1,FALSE
156014,2019-02-28T18:48:28Z,BB72,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,79,7426,A1,A1,BB72A1,1,TRUE
2017-6013,2019-03-16T06:29:16Z,BB72,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.6,79,260862,A3,A3,BB72A3,1,TRUE
2015-6044,2019-03-16T07:07:42Z,BB72,SJ_Hills_RT_1_US,257.64,257.64,2019UP,NA,37.34,-120.97,4.6,79,261612,A4,A4,BB72A4,1,TRUE
2017-6005,2019-03-18T08:38:32Z,BB72,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.6,79,400656,A5,A5,BB72A5,1,TRUE
156008,2019-03-19T15:08:29Z,BB72,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.6,79,509368,A6,A6,BB72A6,1,TRUE
2017-6024,2019-03-20T08:49:46Z,BB72,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.6,79,548528,A10,A10,BB72A10,1,TRUE
am18-6006,2019-03-20T10:05:58Z,BB72,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.6,79,550489,A11,A11,BB72A11,1,TRUE
2017-6007,2019-03-20T10:32:15Z,BB72,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.6,79,551305,A12,A12,BB72A12,1,TRUE
2017-6028,2019-04-09T10:33:06Z,BB72,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.6,79,1693999,A13,A13,BB72A13,1,TRUE
2017-6004,2019-04-09T13:41:51Z,BB72,SJ_SJG_2_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.6,79,1700932,A14,A14,BB72A14,1,TRUE
2015-6034,2019-04-10T14:58:09Z,BB72,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.6,79,1744257,A15a,A15,BB72A15a,1,TRUE
2017-6037,2019-04-10T15:28:57Z,BB72,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.6,79,1744960,A15b,A15,BB72A15b,1,TRUE
2017-6055,2019-04-12T12:26:30Z,BB72,SJ_JP_2_J,93.74,93.74,2019UP,NA,38.05,-121.68,4.6,79,1820478,A16a,A16,BB72A16a,1,TRUE
2018-6012,2019-04-12T12:39:59Z,BB72,SJ_JP_5_J,93.04,93.04,2019UP,NA,38.05,-121.69,4.6,79,1821083,A16b,A16,BB72A16b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB74,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,79,NA,REL,REL,BB74REL,1,FALSE
156014,2019-02-28T23:33:05Z,BB74,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,79,14163,A1,A1,BB74A1,1,TRUE
2017-6015,2019-03-01T19:39:13Z,BB74,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.8,79,35113,A4,A4,BB74A4,1,TRUE
2018-6013,2019-03-27T08:58:22Z,BB74,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.8,79,935729,A3,A3,BB74A3,1,TRUE
2017-6032,2019-03-27T10:51:32Z,BB74,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.8,79,942078,A2,A2,BB74A2,1,TRUE
2017-6031,2019-03-27T16:02:55Z,BB74,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.8,79,958560,A1,A1,BB74A1,1,TRUE
2017-6032,2019-03-28T08:42:20Z,BB74,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.8,79,998834,A2,A2,BB74A2,1,TRUE
2018-6013,2019-03-28T09:45:49Z,BB74,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.8,79,1002517,A3,A3,BB74A3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB76,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.2,80,NA,REL,REL,BB76REL,1,FALSE
156014,2019-02-28T18:18:08Z,BB76,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.2,80,1881,A1,A1,BB76A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB92,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.26,85,NA,REL,REL,BB92REL,1,FALSE
156014,2019-02-28T18:34:29Z,BB92,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.26,85,6414,A1,A1,BB92A1,1,TRUE
2017-6032,2019-03-17T03:54:18Z,BB92,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,6.26,85,318175,A2,A2,BB92A2,1,TRUE
2018-6013,2019-03-23T09:39:55Z,BB92,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,6.26,85,710493,A3,A3,BB92A3,1,TRUE
20187021,2019-03-23T12:19:20Z,BB92,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,6.26,85,717662,A4,A4,BB92A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BB94,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.16,81,NA,REL,REL,BB94REL,1,FALSE
156014,2019-02-28T18:16:12Z,BB94,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.16,81,1210,A1,A1,BB94A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBA4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.25,83,NA,REL,REL,BBA4REL,1,FALSE
156014,2019-02-28T18:20:20Z,BBA4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.25,83,2961,A1,A1,BBA4A1,1,TRUE
2017-6013,2019-03-15T22:23:38Z,BBA4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.25,83,245105,A3,A3,BBA4A3,1,TRUE
20187021,2019-03-15T23:02:50Z,BBA4,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.25,83,246631,A4,A4,BBA4A4,1,TRUE
2017-6005,2019-03-26T06:56:45Z,BBA4,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.25,83,867453,A5,A5,BBA4A5,1,TRUE
156008,2019-03-26T21:30:01Z,BBA4,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.25,83,909204,A6,A6,BBA4A6,1,TRUE
2017-6020,2019-03-27T06:13:16Z,BBA4,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5.25,83,927739,A7,A7,BBA4A7,1,TRUE
2017-6036,2019-03-27T06:48:47Z,BBA4,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5.25,83,929206,A8,A8,BBA4A8,1,TRUE
2015-6013,2019-03-27T09:37:19Z,BBA4,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.25,83,937695,A9,A9,BBA4A9,1,TRUE
2017-6024,2019-03-27T12:19:40Z,BBA4,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.25,83,947494,A10,A10,BBA4A10,1,TRUE
am18-6002,2019-03-27T13:24:47Z,BBA4,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.25,83,950409,A11,A11,BBA4A11,1,TRUE
2017-6012,2019-03-27T13:46:30Z,BBA4,OR_HOR_4_J,158.12,158.12,2019UP,NA,37.89,-121.33,5.25,83,951668,B1b,B1,BBA4B1b,1,TRUE
2017-6058,2019-03-28T05:42:27Z,BBA4,CC_RGD_4_J,142.72,142.72,2019UP,NA,37.83,-121.55,5.25,83,988046,E1b,E1,BBA4E1b,1,TRUE
20156046,2019-03-28T20:04:46Z,BBA4,CC_intake_J,142.72,142.72,2019UP,NA,37.82,-121.59,5.25,83,1034637,E2,E2,BBA4E2,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBA5,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5,83,NA,REL,REL,BBA5REL,1,FALSE
156014,2019-02-28T18:15:28Z,BBA5,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,83,953,A1,A1,BBA5A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBA8,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.9,81,NA,REL,REL,BBA8REL,1,FALSE
156014,2019-02-28T18:11:47Z,BBA8,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.9,81,137,A1,A1,BBA8A1,1,TRUE
2017-6032,2019-03-18T09:46:51Z,BBA8,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.9,81,404842,A2,A2,BBA8A2,1,TRUE
2017-6013,2019-03-21T06:13:55Z,BBA8,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.9,81,583723,A3,A3,BBA8A3,1,TRUE
20187021,2019-03-21T07:36:36Z,BBA8,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.9,81,587039,A4,A4,BBA8A4,1,TRUE
2017-6005,2019-03-30T23:03:50Z,BBA8,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.9,81,1134180,A5,A5,BBA8A5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBAC,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.2,83,NA,REL,REL,BBACREL,1,FALSE
2017-6031,2019-02-28T18:27:22Z,BBAC,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.2,83,5380,A1,A1,BBACA1,1,TRUE
2017-6013,2019-03-16T04:22:58Z,BBAC,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.2,83,256609,A3,A3,BBACA3,1,TRUE
20187021,2019-03-16T05:08:30Z,BBAC,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.2,83,258438,A4,A4,BBACA4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBB2,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.2,85,NA,REL,REL,BBB2REL,1,FALSE
156014,2019-02-28T18:18:48Z,BBB2,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.2,85,2160,A1,A1,BBB2A1,1,TRUE
2017-6013,2019-03-23T10:39:24Z,BBB2,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,6.2,85,713164,A3,A3,BBB2A3,1,TRUE
20187021,2019-03-23T13:53:47Z,BBB2,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,6.2,85,721739,A4,A4,BBB2A4,1,TRUE
2017-6005,2019-03-24T06:20:37Z,BBB2,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,6.2,85,756014,A5,A5,BBB2A5,1,TRUE
156008,2019-03-26T15:48:02Z,BBB2,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,6.2,85,894744,A6,A6,BBB2A6,1,TRUE
2015-6001,2019-03-27T17:43:14Z,BBB2,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,6.2,85,963700,A8,A8,BBB2A8,1,TRUE
2015-6013,2019-03-28T08:02:04Z,BBB2,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,6.2,85,996305,A9,A9,BBB2A9,1,TRUE
2017-6009,2019-03-29T06:25:53Z,BBB2,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,6.2,85,1055377,A10,A10,BBB2A10,1,TRUE
am18-6002,2019-03-29T07:42:39Z,BBB2,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,6.2,85,1059846,A11,A11,BBB2A11,1,TRUE
2017-6007,2019-03-29T08:10:25Z,BBB2,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,6.2,85,1061692,A12,A12,BBB2A12,1,TRUE
2017-6002,2019-03-29T19:58:36Z,BBB2,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,6.2,85,1088727,A13,A13,BBB2A13,1,TRUE
2017-6039,2019-03-29T23:11:45Z,BBB2,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,6.2,85,1092471,A14,A14,BBB2A14,1,TRUE
2015-6034,2019-04-01T09:02:52Z,BBB2,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,6.2,85,1209344,A15a,A15,BBB2A15a,1,TRUE
2017-6037,2019-04-01T09:17:08Z,BBB2,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,6.2,85,1210257,A15b,A15,BBB2A15b,1,TRUE
2015-6034,2019-04-01T15:56:03Z,BBB2,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,6.2,85,1237337,A15a,A15,BBB2A15a,1,TRUE
2017-6033,2019-04-01T16:58:15Z,BBB2,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,6.2,85,1240542,A15b,A15,BBB2A15b,1,TRUE
2017-6029,2019-04-03T20:52:18Z,BBB2,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,6.2,85,1368848,A16a,A16,BBB2A16a,1,TRUE
2018-6012,2019-04-03T21:05:48Z,BBB2,SJ_JP_5_J,93.04,93.04,2019UP,NA,38.05,-121.69,6.2,85,1369325,A16b,A16,BBB2A16b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBB4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.4,81,NA,REL,REL,BBB4REL,1,FALSE
156014,2019-02-28T18:12:59Z,BBB4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.4,81,273,A1,A1,BBB4A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBB5,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5,80,NA,REL,REL,BBB5REL,1,FALSE
156014,2019-02-28T18:19:19Z,BBB5,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,80,2413,A1,A1,BBB5A1,1,TRUE
2017-6013,2019-03-01T09:42:47Z,BBB5,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5,80,26593,A3,A3,BBB5A3,1,TRUE
2017-6015,2019-03-01T12:02:28Z,BBB5,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5,80,28743,A4,A4,BBB5A4,1,TRUE
2017-6005,2019-03-14T02:03:04Z,BBB5,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5,80,172440,A5,A5,BBB5A5,1,TRUE
156008,2019-03-14T23:25:37Z,BBB5,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5,80,214445,A6,A6,BBB5A6,1,TRUE
2017-6020,2019-04-13T06:28:38Z,BBB5,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5,80,1859582,A7,A7,BBB5A7,1,TRUE
2015-6001,2019-04-13T06:59:27Z,BBB5,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5,80,1860347,A8,A8,BBB5A8,1,TRUE
2015-6013,2019-04-13T10:07:48Z,BBB5,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5,80,1865286,A9,A9,BBB5A9,1,TRUE
am18-6006,2019-04-13T15:13:29Z,BBB5,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,5,80,1878263,A11,A11,BBB5A11,1,TRUE
2017-6007,2019-04-13T16:09:12Z,BBB5,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5,80,1881162,A12,A12,BBB5A12,1,TRUE
2017-6028,2019-04-13T19:58:39Z,BBB5,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,5,80,1888465,A13,A13,BBB5A13,1,TRUE
2017-6039,2019-04-13T22:50:00Z,BBB5,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5,80,1893462,A14,A14,BBB5A14,1,TRUE
2015-6034,2019-04-14T18:32:20Z,BBB5,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5,80,1929560,A15a,A15,BBB5A15a,1,TRUE
2017-6033,2019-04-14T18:47:22Z,BBB5,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,5,80,1930077,A15b,A15,BBB5A15b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBB6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,79,NA,REL,REL,BBB6REL,1,FALSE
156014,2019-02-28T18:29:57Z,BBB6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,79,5813,A1,A1,BBB6A1,1,TRUE
2017-6013,2019-03-01T17:42:16Z,BBB6,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.8,79,34520,A3,A3,BBB6A3,1,TRUE
2017-6015,2019-03-01T20:41:49Z,BBB6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.8,79,35820,A4,A4,BBB6A4,1,TRUE
2017-6005,2019-04-05T12:28:08Z,BBB6,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.8,79,1462457,A5,A5,BBB6A5,1,TRUE
2017-6030,2019-04-06T04:44:26Z,BBB6,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.8,79,1505807,A6,A6,BBB6A6,1,TRUE
2015-6001,2019-04-06T18:14:20Z,BBB6,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.8,79,1538054,A8,A8,BBB6A8,1,TRUE
2017-6016,2019-04-07T07:19:46Z,BBB6,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.8,79,1571331,A9,A9,BBB6A9,1,TRUE
2017-6009,2019-04-07T10:25:34Z,BBB6,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.8,79,1581609,A10,A10,BBB6A10,1,TRUE
am18-6006,2019-04-07T11:33:05Z,BBB6,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.8,79,1585752,A11,A11,BBB6A11,1,TRUE
2015-6006,2019-04-07T12:05:52Z,BBB6,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.8,79,1588035,B1b,B1,BBB6B1b,1,TRUE
156037,2019-04-08T08:11:50Z,BBB6,CVPU_J,144.53,144.53,2019UP,NA,37.81,-121.55,4.8,79,1639392,D1a,D1,BBB6D1a,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BBCA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.52,77,NA,REL,REL,BBCAREL,1,FALSE
156014,2019-02-28T18:48:25Z,BBCA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.52,77,7424,A1,A1,BBCAA1,1,TRUE
2017-6013,2019-03-01T19:38:27Z,BBCA,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.52,77,35109,A3,A3,BBCAA3,1,TRUE
